1,21,0,0,0,0,24
1,21,0,0,0,0,24
1,21,0,0,0,0,24
1,21,0,0,0,0,24
1,21,0,0,0,0,24
1,21,0,0,0,0,24
1,21,0,0,0,0,24
1,21,0,0,0,0,24
1,28,0,0,0,0,24
1,28,0,0,0,0,24
1,28,0,0,0,0,24
1,28,0,0,0,0,24
1,43,0,0,0,0,24
1,43,0,0,0,0,24
1,43,0,0,0,0,24
1,43,0,0,0,0,24
1,46,0,0,0,0,23
1,46,0,0,0,0,23
1,46,0,0,0,0,23
1,46,0,0,0,0,23
1,40,0,0,0,0,23
1,40,0,0,0,0,23
1,40,0,0,0,0,23
1,40,0,0,0,0,23
1,36,0,0,0,0,24
1,36,0,0,0,0,24
1,36,0,0,0,0,24
1,36,0,0,0,0,24
1,33,0,0,0,0,24
1,33,0,0,0,0,24
1,33,0,0,0,0,24
1,33,0,0,0,0,24
1,30,0,0,0,0,25
1,30,0,0,0,0,25
1,30,0,0,0,0,25
1,30,0,0,0,0,25
1,29,0,0,0,0,25
1,29,0,0,0,0,25
1,29,0,0,0,0,25
1,29,0,0,0,0,25
1,29,0,0,0,0,25
1,28,0,0,0,0,25
1,28,0,0,0,0,25
1,28,0,0,0,0,25
1,28,0,0,0,0,25
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
1,27,0,0,0,0,26
